Year,Region,Sales_Volume
2019,Middle East,3055
2015,Middle East,1318
2022,Middle East,9513
2016,Europe,5957
2019,South America,8149
2023,South America,1477
2015,Asia,130
2010,Africa,4175
2015,North America,5296
2020,Europe,9383
2023,South America,4714
2015,Middle East,1475
2014,Middle East,1635
2012,South America,802
2019,Asia,6932
2012,Europe,7529
2020,Middle East,7443
2019,Europe,5683
2022,Middle East,5332
2016,South America,3107
2017,North America,9137
2023,Africa,4200
2012,Middle East,6310
2012,South America,9891
2016,North America,8314
2019,Europe,6317
2021,North America,7784
2016,North America,2841
2020,Asia,7652
2018,South America,1878
2023,South America,5058
2015,Asia,7061
2024,Africa,4993
2022,Middle East,4961
2016,North America,7366
2020,South America,9800
2019,Europe,3645
2010,South America,8457
2016,Africa,9221
2011,Asia,3060
2016,Africa,1274
2012,Europe,7727
2018,Middle East,7607
2022,Asia,9562
2014,Europe,2456
2016,Asia,9417
2017,Europe,4394
2022,South America,407
2021,Asia,5100
2011,Middle East,8606
2020,Middle East,4635
2010,Asia,2568
2016,Europe,9479
2024,Asia,5690
2015,North America,1488
2015,Africa,4679
2011,Asia,5228
2012,Africa,1828
2013,South America,3265
2012,South America,6164
2011,Asia,5301
2012,Asia,284
2023,Middle East,9496
2015,South America,6137
2018,Middle East,2871
2013,North America,6494
2015,Middle East,3085
2010,Asia,1484
2021,Middle East,1979
2015,Asia,4816
2021,Africa,4267
2012,Europe,2006
2018,Middle East,9214
2013,Asia,847
2016,Middle East,2622
2013,Middle East,5214
2020,North America,4049
2015,Europe,2293
2023,South America,4620
2016,Europe,6044
2011,South America,8790
2019,South America,7259
2015,Africa,6351
2017,Africa,1859
2024,North America,5683
2022,Africa,4498
2022,Europe,5608
2024,Middle East,7642
2021,South America,5566
2015,South America,4965
2011,Africa,7800
2013,Middle East,4519
2010,Africa,3746
2024,Asia,6509
2016,North America,6603
2017,Africa,5365
2019,Africa,7082
2011,Middle East,3651
2019,North America,1802
2024,South America,7498
2014,Europe,8107
2020,Asia,5730
2017,Africa,4482
2020,Africa,896
2017,North America,3010
2024,Europe,4298
2014,Middle East,1654
2017,North America,5036
2023,Middle East,5952
2015,North America,8982
2024,Asia,2154
2024,South America,9759
2014,Asia,9458
2022,North America,6157
2023,Middle East,7916
2020,Europe,1379
2013,Middle East,985
2014,Asia,7299
2021,South America,3361
2013,North America,8165
2010,Asia,9089
2012,Middle East,1891
2017,Europe,5196
2016,Africa,4598
2021,North America,3327
2024,Europe,5241
2016,Asia,877
2020,Europe,5711
2012,Africa,7751
2018,Asia,2296
2024,Middle East,8555
2015,Africa,9058
2017,Africa,5857
2017,Asia,3313
2012,Asia,6392
2013,Africa,668
2023,Africa,7535
2015,South America,2912
2011,Asia,371
2021,Africa,5388
2021,Africa,2995
2020,North America,8077
2021,Asia,3048
2016,Africa,109
2011,Asia,4510
2020,Middle East,5940
2014,Middle East,8985
2021,Africa,3924
2013,Asia,3280
2018,South America,230
2022,Africa,9543
2022,Asia,5935
2024,Europe,3191
2011,Europe,3983
2016,Asia,9419
2022,South America,432
2016,South America,7176
2016,South America,1528
2010,North America,5388
2017,Middle East,6379
2011,Africa,6039
2024,Africa,595
2024,Middle East,3864
2014,Africa,2865
2011,Asia,3599
2022,North America,3070
2014,Africa,6389
2016,North America,1285
2015,Asia,9182
2022,Africa,4962
2024,Middle East,1378
2021,North America,9818
2014,Europe,5530
2013,South America,410
2017,North America,9009
2020,Europe,6903
2023,Asia,4090
2017,Asia,2681
2010,South America,4263
2019,Africa,6193
2011,Asia,8992
2012,Europe,7360
2022,Middle East,686
2010,North America,8632
2020,South America,7148
2012,Europe,4494
2019,Europe,996
2021,Europe,7100
2017,South America,9368
2013,South America,5343
2022,South America,5818
2022,Europe,5274
2016,Middle East,6350
2016,South America,3041
2020,Africa,5043
2014,Africa,802
2021,South America,1737
2010,South America,9442
2019,South America,7575
2013,Middle East,3782
2016,South America,4068
2023,Middle East,8164
2014,Middle East,5953
2011,Europe,7396
2023,Middle East,4032
2017,Asia,4784
2011,Africa,4783
2020,South America,1788
2017,Europe,6894
2022,Asia,8998
2020,Asia,4559
2011,Africa,5560
2020,North America,6632
2014,North America,734
2013,Middle East,9355
2010,Middle East,3936
2023,Middle East,2029
2021,North America,1058
2017,North America,8449
2019,South America,2567
2021,North America,7368
2012,Middle East,1720
2022,Asia,6879
2013,South America,1839
2013,South America,6960
2014,Asia,6515
2012,Africa,6391
2018,South America,9674
2013,South America,9948
2023,Africa,5144
2019,Asia,3255
2024,North America,7539
2020,South America,6576
2020,Europe,5030
2013,North America,355
2015,Africa,2985
2024,Europe,1195
2017,Europe,4250
2022,North America,2774
2016,South America,7777
2013,Middle East,4906
2013,Asia,2895
2014,North America,5467
2019,Middle East,4867
2014,Middle East,6393
2021,Middle East,3744
2010,Africa,3635
2022,Asia,4571
2017,Europe,7111
2019,Europe,1754
2022,Middle East,7516
2014,Asia,324
2012,Africa,9180
2012,North America,8330
2013,Africa,7154
2021,Africa,1094
2016,Africa,5198
2014,Middle East,9608
2010,Europe,1010
2023,South America,1383
2021,South America,8834
2022,Asia,3308
2014,Asia,4216
2023,Europe,2508
2014,North America,1189
2015,North America,1420
2023,Europe,2163
2016,Africa,406
2014,Africa,4482
2024,Asia,7731
2022,Africa,3825
2020,Europe,965
2023,Middle East,5121
2011,Europe,4487
2023,Africa,9837
2011,North America,1198
2022,Europe,7893
2013,Africa,8536
2010,Middle East,2187
2016,Asia,8750
2022,Europe,2037
2010,Middle East,2057
2012,Africa,4503
2019,Middle East,4263
2016,Middle East,4036
2020,South America,4062
2021,Europe,1186
2021,Middle East,4068
2015,South America,8008
2024,Africa,5822
2024,Middle East,1216
2016,North America,575
2014,South America,8252
2017,South America,3953
2015,Europe,924
2021,South America,8266
2013,Middle East,6153
2023,Africa,9893
2020,Europe,1329
2010,Asia,8231
2011,South America,6873
2021,North America,6087
2015,Middle East,6636
2013,Europe,8099
2012,South America,2823
2016,Asia,4036
2016,Asia,3198
2011,North America,3100
2017,South America,1342
2024,Europe,5334
2024,Asia,4076
2020,Europe,7123
2010,Asia,327
2020,Africa,6867
2019,Middle East,7140
2016,Europe,987
2019,North America,2420
2021,South America,1398
2010,North America,8862
2022,Africa,5658
2021,North America,3738
2024,Middle East,4881
2023,North America,290
2012,Europe,1920
2012,Middle East,4982
2019,South America,618
2023,South America,381
2011,South America,3498
2023,Africa,9694
2019,South America,3456
2022,Asia,3319
2014,North America,7254
2013,Asia,1549
2022,Africa,4280
2015,Asia,6368
2011,South America,4021
2023,Asia,5468
2013,North America,7924
2021,Asia,6751
2016,Europe,9550
2010,Middle East,9193
2022,South America,5979
2020,Middle East,2849
2012,Middle East,7582
2010,North America,2686
2011,South America,6025
2018,North America,8056
2019,Asia,3632
2014,Europe,3785
2022,Asia,844
2013,Europe,6777
2021,Asia,3117
2013,Europe,5781
2017,South America,8114
2021,South America,2893
2012,South America,2649
2024,Middle East,7223
2021,Asia,960
2021,Middle East,3525
2013,Asia,1447
2011,South America,9590
2015,Middle East,8882
2021,Africa,5681
2018,Africa,5346
2021,Middle East,7330
2013,Africa,7601
2020,Asia,4776
2015,North America,7681
2013,Asia,5714
2023,Asia,2150
2011,South America,4305
2022,Asia,4540
2023,South America,6051
2015,Middle East,1408
2021,Asia,4089
2016,Europe,5849
2013,Asia,3059
2021,South America,6728
2020,Middle East,2984
2016,Asia,1803
2022,Middle East,4688
2020,Asia,1878
2017,Middle East,2130
2020,Middle East,834
2012,Asia,9382
2024,South America,8695
2011,North America,4349
2014,Africa,3012
2011,Middle East,6250
2019,Europe,1382
2014,Africa,4330
2019,Middle East,3427
2024,Africa,7833
2022,Asia,8546
2015,Europe,4620
2017,North America,3950
2015,North America,5536
2013,South America,7157
2012,Middle East,7653
2023,Asia,4652
2023,Middle East,2643
2011,North America,5304
2022,Africa,5368
2010,Europe,1941
2011,Africa,5438
2011,South America,7569
2024,Europe,9740
2014,Asia,4835
2018,North America,4315
2010,Europe,9990
2013,Middle East,7578
2019,Asia,1181
2016,North America,4795
2020,Europe,4194
2023,North America,9002
2019,Europe,5788
2012,North America,1858
2017,Africa,1804
2012,South America,9723
2017,Africa,1139
2022,Europe,1627
2011,Middle East,5372
2014,South America,9166
2013,Africa,6509
2020,Africa,8515
2018,North America,9911
2012,Middle East,5372
2021,South America,1728
2020,Africa,7561
2014,Africa,8767
2019,Middle East,4157
2018,Europe,8321
2022,Africa,3968
2015,South America,3652
2011,Europe,9958
2010,North America,4409
2021,Africa,906
2020,Asia,4300
2010,Asia,520
2016,Africa,5343
2023,North America,2038
2021,Asia,5330
2011,Europe,9594
2016,South America,3871
2010,Middle East,191
2013,Africa,3959
2019,Asia,7588
2024,Europe,3917
2024,North America,3349
2022,South America,166
2020,Asia,9059
2013,Middle East,3869
2024,Middle East,5062
2014,Europe,7704
2023,Middle East,7148
2023,Middle East,9480
2019,Middle East,7104
2024,Asia,9393
2024,Africa,7741
2010,Europe,4864
2016,South America,9026
2020,Europe,5109
2011,Africa,9278
2021,Africa,6887
2024,South America,7949
2020,Middle East,7569
2024,Asia,2688
2022,Middle East,1246
2020,Africa,6449
2022,North America,1817
2011,North America,229
2017,Africa,2056
2024,Europe,2930
2018,Asia,9001
2015,Middle East,2045
2020,North America,669
2010,South America,1556
2010,Middle East,4200
2023,Middle East,7593
2020,Africa,250
2016,Middle East,9103
2017,Africa,9544
2012,Europe,1290
2018,North America,1528
2013,Europe,5971
2013,Europe,2016
2012,Asia,4306
2017,North America,9282
2018,South America,4983
2010,Asia,4899
2011,Asia,8508
2010,North America,5691
2023,Asia,3946
2013,Africa,7613
2019,Europe,528
2016,Asia,4564
2023,Middle East,1001
2016,Europe,7333
2021,Africa,1044
2015,North America,9293
2022,Europe,3170
2020,Africa,4959
2014,Africa,1175
2020,South America,9750
2013,Africa,7272
2021,Africa,1248
2022,Middle East,1620
2023,Africa,3093
2017,Asia,7081
2016,Middle East,9133
2020,Asia,4087
2020,South America,4918
2019,Africa,633
2010,South America,1160
2015,Africa,6295
2023,Asia,4056
2011,North America,529
2013,Europe,4128
2014,Africa,651
2017,North America,4788
2015,South America,9652
2020,South America,5262
2011,Asia,9383
2014,Middle East,3863
2024,Europe,5418
2014,North America,6821
2015,North America,9046
2010,Europe,3429
2017,South America,7366
2012,South America,3002
2014,Asia,6891
2016,Asia,5608
2012,North America,975
2023,Asia,2687
2019,Asia,3071
2024,Middle East,7458
2022,Middle East,3183
2024,Asia,9306
2015,Middle East,7008
2014,North America,9934
2016,South America,9337
2019,Asia,7580
2024,Middle East,6303
2020,Europe,4906
2012,Middle East,5940
2022,Africa,4588
2023,Africa,5634
2011,Europe,3288
2013,Africa,810
2012,South America,4372
2024,Asia,581
2013,Asia,9646
2016,Africa,6600
2014,Middle East,6217
2013,Europe,2588
2023,Africa,6754
2024,Middle East,4654
2015,Europe,2940
2016,Middle East,4045
2021,Europe,8984
2023,Africa,7897
2020,Middle East,8325
2014,Africa,1593
2021,North America,6710
2016,Middle East,6037
2012,South America,1060
2016,North America,8065
2021,Middle East,5809
2024,South America,9553
2012,Middle East,5166
2023,North America,5325
2015,Europe,289
2017,Africa,1866
2022,Europe,9072
2024,South America,6346
2015,Africa,2967
2019,Asia,8198
2020,Asia,3383
2012,Africa,8033
2021,Middle East,6995
2014,Asia,2858
2018,Middle East,840
2017,Middle East,844
2015,Europe,1536
2018,North America,4849
2011,Asia,1191
2022,Europe,874
2020,South America,4460
2018,Africa,9104
2019,Asia,6220
2022,North America,775
2019,North America,8096
2015,Asia,8292
2018,Africa,7378
2021,Asia,8657
2013,Africa,8115
2014,Africa,6335
2011,Europe,4111
2012,Asia,2833
2010,Middle East,3706
2013,North America,4860
2021,Africa,5232
2011,Asia,8200
2021,Europe,133
2024,North America,2479
2011,Asia,6123
2010,Africa,5037
2019,Europe,1956
2021,Asia,2520
2011,South America,1052
2013,Asia,6287
2015,Asia,2681
2022,Africa,9921
2021,South America,4257
2016,Europe,8741
2016,Europe,4238
2016,Middle East,506
2024,Europe,7132
2013,Middle East,5601
2021,Europe,7743
2014,Africa,4973
2023,Africa,1243
2020,Asia,8722
2021,Africa,7413
2012,Asia,9033
2010,North America,6456
2023,North America,8735
2017,Europe,3286
2019,Europe,859
2020,North America,7666
2016,Middle East,2234
2023,North America,1502
2018,Africa,7001
2023,Middle East,7118
2019,Europe,3850
2013,Europe,576
2021,Middle East,1466
2024,Africa,4959
2021,Asia,8205
2014,Europe,3150
2014,Middle East,5697
2022,Europe,2522
2016,South America,2346
2022,South America,1382
2018,Europe,4247
2017,South America,8778
2016,Africa,2655
2023,Africa,9488
2010,South America,7110
2021,Africa,5596
2019,Europe,3252
2022,Europe,997
2015,South America,6298
2019,Africa,7302
2024,South America,3239
2024,South America,5621
2018,Europe,996
2022,Middle East,9869
2016,South America,7750
2010,Middle East,1827
2018,North America,6478
2012,South America,3642
2023,South America,3654
2018,Africa,731
2013,Europe,3773
2024,Europe,6651
2018,North America,292
2022,Middle East,7920
2024,Asia,6976
2017,Europe,1473
2016,Middle East,2767
2013,Asia,1392
2018,Middle East,877
2013,South America,9960
2010,Europe,1848
2015,Middle East,8976
2013,North America,1506
2019,Asia,8867
2012,South America,3942
2021,Asia,4400
2014,North America,240
2012,North America,2502
2020,Asia,6547
2018,Asia,4077
2021,Europe,9297
2015,Africa,4213
2024,South America,6698
2012,Asia,1854
2014,Africa,9653
2017,Middle East,4144
2023,Asia,716
2017,North America,3786
2015,Middle East,5954
2014,North America,9379
2024,North America,3865
2014,Asia,5365
2010,South America,3130
2011,South America,5532
2024,Africa,9350
2021,Asia,4763
2020,Africa,3567
2013,South America,7634
2015,North America,9383
2020,Europe,534
2016,Europe,941
2010,Europe,7519
2017,Middle East,6583
2021,Asia,6639
2010,Middle East,2906
2018,Middle East,8696
2024,Europe,573
2013,Europe,8819
2021,North America,7878
2024,North America,2273
2016,Africa,2894
2020,Middle East,2785
2023,Europe,147
2015,Africa,2029
2024,Asia,7719
2022,Europe,9069
2018,Asia,6664
2023,North America,6367
2011,Asia,6519
2024,South America,1002
2024,Asia,3941
2020,Europe,1687
2016,South America,4833
2020,North America,1387
2014,Europe,7174
2022,Middle East,5342
2016,Europe,2273
2010,Europe,378
2020,Africa,7553
2020,Middle East,107
2019,Europe,4941
2018,Asia,308
2010,South America,6965
2023,Asia,2197
2014,South America,1495
2023,Africa,3208
2017,Africa,5339
2010,Europe,7939
2016,Asia,7587
2011,Europe,4296
2016,Asia,6918
2016,Asia,1122
2018,Africa,744
2015,Asia,7554
2013,Africa,2197
2016,South America,9594
2016,South America,2132
2013,Middle East,1864
2011,Africa,9985
2022,South America,7300
2020,Europe,1076
2018,Africa,1096
2023,Europe,7207
2017,Africa,3172
2014,Asia,6446
2023,South America,3546
2014,Africa,6077
2010,Africa,8556
2020,Asia,5521
2018,Middle East,5544
2020,South America,2574
2023,South America,9492
2019,North America,3578
2020,Middle East,1986
2017,Asia,971
2014,Europe,5594
2019,Middle East,7863
2015,North America,9207
2021,Asia,1140
2019,Middle East,3194
2020,South America,9133
2019,South America,6708
2017,Middle East,9432
2015,Asia,6990
2019,Africa,9377
2023,Africa,2874
2013,North America,7788
2012,South America,568
2016,South America,5285
2022,Africa,5406
2011,North America,1569
2016,Africa,6349
2010,Africa,8744
2022,South America,1204
2019,North America,5008
2014,Europe,8813
2024,South America,3116
2018,North America,1821
2022,South America,5169
2024,North America,6855
2022,Europe,8259
2010,North America,4995
2017,Middle East,6127
2018,Middle East,7503
2018,Asia,9585
2017,North America,9739
2013,North America,2354
2023,South America,3245
2023,North America,6864
2016,Asia,2173
2010,Africa,9111
2016,Asia,3895
2015,Europe,4786
2014,Asia,261
2010,Middle East,357
2017,Asia,7040
2019,South America,2250
2010,Europe,2199
2010,North America,9438
2023,South America,2029
2024,Middle East,3202
2012,Europe,3089
2022,Africa,6606
2017,Africa,2736
2017,Europe,7595
2023,Middle East,4780
2024,South America,7872
2016,Asia,577
2014,North America,4120
2024,South America,287
2017,Asia,6683
2011,South America,1436
2017,Europe,2176
2021,South America,6810
2020,Middle East,2400
2011,Middle East,6512
2019,Middle East,5133
2014,Asia,5902
2020,Europe,4375
2022,North America,4783
2013,South America,3621
2024,Asia,7172
2022,South America,4785
2010,Europe,1006
2014,Asia,2175
2016,Asia,7630
2010,Asia,2352
2011,Africa,7148
2021,North America,4302
2024,Middle East,6783
2023,Europe,8349
2018,South America,7232
2021,South America,3761
2014,Africa,8902
2023,South America,9528
2022,Middle East,846
2016,South America,8384
2011,Asia,7938
2016,South America,4361
2016,Europe,258
2016,South America,8232
2014,Africa,1167
2018,Europe,7414
2011,Africa,6347
2013,North America,5975
2011,North America,6843
2017,Middle East,8782
2021,South America,8723
2020,South America,8071
2010,North America,7942
2018,Middle East,2530
2021,Africa,8513
2022,Middle East,1375
2023,South America,8079
2014,North America,6524
2020,North America,2316
2021,Asia,2819
2012,Asia,457
2021,Middle East,9228
2020,Africa,9348
2013,Middle East,2085
2010,South America,1392
2012,Middle East,4427
2020,Middle East,4422
2017,Europe,5644
2021,South America,3822
2011,Europe,7477
2011,Europe,4463
2018,Asia,2955
2014,Europe,9965
2014,Asia,1009
2010,North America,4416
2022,Asia,5149
2015,South America,8422
2017,Europe,2503
2015,Middle East,1599
2023,Europe,3793
2024,North America,5005
2016,North America,5007
2023,North America,1192
2013,Europe,7658
2011,North America,3907
2010,South America,8568
2021,Europe,2790
2015,Asia,3167
2018,Africa,698
2019,Europe,6308
2014,Middle East,9879
2021,Middle East,2703
2011,Africa,8721
2010,Africa,6020
2012,North America,4016
2013,Asia,4838
2016,Europe,2778
2018,Asia,5574
2017,Middle East,3330
2018,South America,6543
2016,Europe,8031
2019,South America,9733
2017,Europe,5599
2017,North America,9465
2010,Middle East,7397
2021,South America,3710
2023,Africa,1467
2024,South America,4581
2021,Europe,2843
2024,Africa,3811
2018,South America,4382
2011,Asia,6262
2021,North America,111
2020,Africa,719
2023,North America,1606
2016,Africa,2993
2022,Middle East,4002
2019,Africa,2162
2019,Africa,5006
2022,North America,5447
2014,Asia,3796
2013,Africa,9946
2010,Asia,9016
2010,Africa,6747
2012,Africa,8767
2023,Africa,2102
2024,Middle East,6283
2010,Asia,7052
2017,Middle East,3220
2012,Asia,997
2020,Asia,907
2019,Asia,3443
2011,Asia,2027
2015,Middle East,1255
2013,Europe,5161
2022,South America,5146
2022,Africa,6736
2023,Europe,207
2020,North America,3243
2023,Asia,6803
2022,South America,2739
2020,Middle East,2502
2022,Middle East,2842
2013,Asia,2037
2011,Asia,5617
2011,Asia,7503
2020,North America,1759
2015,Africa,2536
2014,Europe,8979
2018,South America,7343
2013,Africa,2119
2014,Europe,8191
2024,Asia,9419
2010,Europe,1783
2021,Europe,3135
2021,South America,1089
2011,South America,3583
2012,North America,4660
2014,Europe,6565
2021,Africa,3998
2014,Asia,5171
2013,Europe,9911
2023,Middle East,2654
2019,Europe,9452
2012,Asia,6073
2018,Asia,9542
2010,South America,4610
2015,Asia,9523
2016,Europe,5679
2019,Africa,8327
2013,Europe,6825
2019,North America,7179
2012,Middle East,9835
2017,North America,6361
2018,South America,3974
2022,Europe,1337
2010,Africa,7064
2024,Asia,4992
2024,North America,6212
2024,Europe,2637
2024,Europe,258
2020,Asia,5288
2021,Europe,1725
2019,South America,7574
2018,Africa,2913
2016,South America,2210
2010,South America,8730
2016,North America,1788
2014,Europe,6972
2019,Africa,3227
2022,South America,8025
2022,North America,2724
2016,North America,4880
2021,Middle East,2995
2018,Europe,3233
2017,North America,614
2015,North America,9147
2011,Asia,8763
2017,Europe,3330
2021,Middle East,8600
2023,Middle East,2922
2013,Middle East,5436
2017,Africa,9959
2024,Africa,8414
2016,Africa,8111
2013,Middle East,4782
2017,South America,5117
2020,Middle East,3475
2020,Europe,343
2021,North America,7715
2020,Europe,7222
2011,South America,1034
2018,Europe,7748
2015,Europe,8178
2016,North America,9816
2019,Africa,1124
2010,Middle East,4726
2012,Africa,3257
2023,North America,8068
2019,Asia,3921
2014,Africa,9689
2024,Europe,575
2021,Africa,5601
2016,Asia,2209
2010,North America,145
2018,South America,5329
2014,Asia,2670
2022,Africa,8010
2021,Europe,5407
2012,South America,2255
2016,South America,2398
2019,Europe,1086
2017,South America,6974
2019,Africa,1734
2019,Asia,7518
2012,Asia,5387
2016,Asia,7985
2016,Europe,6797
2013,Asia,8055
2019,North America,6777
2018,Asia,4367
2010,South America,6276
2010,Asia,1640
2014,Asia,557
2022,Europe,3582
2012,Asia,5219
2019,Europe,9755
2022,Africa,231
2018,Asia,4060
2014,North America,2610
2016,Middle East,2375
2010,South America,6827
2011,Asia,5944
2024,North America,2520
2020,Asia,3026
2021,Africa,1608
2013,Middle East,6310
2024,South America,1707
2018,Europe,9354
2014,Middle East,9815
2014,Middle East,8205
2018,North America,2322
2017,Europe,1906
2011,Asia,2496
2016,Europe,7171
2010,Middle East,4257
2019,Middle East,5656
2020,Africa,2372
2020,Asia,5709
2024,Middle East,1672
2018,Asia,7435
2012,North America,1804
2022,South America,4409
2011,Middle East,8155
2013,Europe,1712
2013,South America,153
2012,Africa,437
2011,Africa,991
2014,Africa,9023
2013,Africa,6299
2014,Asia,7715
2022,Middle East,3450
2021,South America,1502
2021,Asia,9572
2017,Europe,855
2020,Africa,6482
2024,North America,4368
2011,Africa,4208
2018,Middle East,2821
2019,Middle East,8203
2010,South America,7589
2017,Africa,2200
2021,Middle East,330
2014,Africa,8993
2011,Middle East,5553
2017,Middle East,9920
2014,Europe,1252
2019,Africa,6768
2024,Middle East,3429
2023,Europe,6207
2019,South America,3302
2022,Africa,2890
2023,Europe,2602
2012,South America,2932
2016,South America,3966
2013,South America,5748
2020,Middle East,7400
2020,Asia,414
2019,Middle East,3439
2021,Europe,1992
2024,South America,366
2015,South America,9845
2019,South America,7239
2017,Africa,1081
2010,North America,9089
2011,Europe,2623
2023,Asia,1645
2022,North America,3805
2017,Europe,4174
2024,North America,9637
2016,Middle East,213
2019,Europe,8096
2018,Asia,8710
2011,Europe,9677
2017,Middle East,3992
2015,Europe,8529
2024,South America,2031
2010,Middle East,3712
2013,Africa,4717
2023,North America,1165
2024,South America,9425
2011,Africa,8489
2016,North America,5109
2018,Africa,918
2015,South America,1860
2013,South America,718
2014,North America,9920
2020,Africa,5068
2010,Europe,7924
2022,Europe,4365
2013,Middle East,7633
2022,South America,6408
2019,Africa,7996
2012,South America,1111
2018,Middle East,4687
2015,North America,8857
2024,Africa,3822
2013,Europe,7403
2012,Africa,4388
2021,North America,6396
2024,Europe,8275
2022,Asia,7144
2013,Middle East,3426
2017,North America,4973
2021,Africa,6885
2014,North America,3942
2022,South America,9282
2024,North America,9844
2020,North America,7133
2010,Asia,983
2014,Middle East,3151
2017,Asia,3292
2020,South America,4972
2024,Middle East,119
2021,Africa,6368
2013,Europe,1887
2023,North America,9525
2011,Africa,5460
2022,North America,389
2024,Africa,9455
2012,Asia,5602
2023,Asia,5266
2020,South America,1904
2018,Middle East,7740
2023,South America,2848
2016,South America,7934
2012,Middle East,7068
2014,South America,179
2012,South America,5217
2019,Europe,1096
2013,Asia,981
2021,Middle East,2535
2017,Africa,2965
2023,North America,5874
2012,Africa,5225
2012,North America,9808
2020,Africa,6406
2020,North America,4785
2017,Middle East,5186
2019,South America,5893
2022,Europe,6428
2019,Asia,9342
2016,Asia,5211
2016,Asia,4269
2019,Middle East,3859
2011,Asia,2481
2021,Asia,363
2016,Asia,8564
2019,South America,3138
2020,North America,6844
2019,Africa,5637
2012,Europe,3697
2023,North America,4123
2016,North America,1848
2022,Europe,2552
2013,Africa,3275
2022,Middle East,5386
2017,Asia,913
2017,Africa,4346
2015,Asia,5447
2022,Europe,2025
2021,South America,682
2012,Africa,5386
2015,Asia,3022
2015,North America,1497
2012,Asia,2908
2020,Europe,3954
2013,Europe,6532
2024,North America,7799
2011,North America,2218
2024,Europe,6028
2010,Asia,4470
2011,North America,5626
2016,Europe,2629
2019,Europe,4640
2014,Asia,8113
2018,Asia,602
2012,Europe,6970
2011,Europe,8048
2024,Asia,4281
2013,Asia,8349
2011,South America,6411
2020,Europe,481
2016,North America,9556
2019,North America,3140
2015,North America,467
2017,Asia,5342
2022,South America,3240
2014,North America,9876
2011,North America,4776
2022,Africa,5752
2013,Asia,750
2010,Africa,6271
2011,Europe,6936
2013,Middle East,7232
2015,Europe,3076
2013,Middle East,532
2013,Europe,6460
2023,South America,5550
2020,South America,7220
2019,Europe,9208
2019,South America,8660
2011,Africa,8714
2018,Asia,8153
2021,Asia,8676
2019,Asia,7382
2017,North America,5213
2017,Asia,3208
2014,Europe,9634
2012,South America,4148
2015,Asia,5675
2023,South America,1541
2018,North America,5127
2017,Middle East,6298
2016,Asia,8887
2023,Middle East,4402
2020,South America,3681
2024,Middle East,6883
2017,Africa,4595
2013,North America,6867
2015,North America,3260
2024,Middle East,7383
2024,Europe,2329
2023,Asia,1600
2014,Europe,8975
2021,Africa,4111
2011,Asia,5447
2017,South America,3731
2012,Africa,6262
2023,Asia,1206
2014,Europe,3769
2017,North America,8401
2020,Middle East,432
2024,Middle East,3544
2018,Europe,4579
2022,Africa,5186
2024,South America,7436
2018,Middle East,1821
2023,Asia,5853
2014,Middle East,8676
2011,North America,1657
2016,North America,9499
2020,Africa,5300
2020,Africa,2419
2016,North America,1164
2024,North America,3811
2021,Asia,6563
2022,North America,1493
2017,South America,5528
2017,Asia,3728
2014,North America,1337
2024,Europe,5671
2010,South America,6873
2022,Asia,8451
2020,Asia,830
2022,Africa,8062
2013,Asia,591
2013,Asia,535
2024,South America,4699
2020,South America,2200
2012,North America,2577
2017,Africa,7893
2012,Middle East,9066
2022,South America,4107
2014,Asia,6989
2011,North America,3989
2015,Africa,4898
2024,Middle East,1672
2015,Middle East,5078
2017,North America,6184
2017,Africa,3303
2010,Asia,6669
2014,North America,3775
2011,Europe,8166
2019,Europe,3904
2021,Africa,9400
2014,North America,4194
2019,Europe,910
2021,Asia,7450
2018,Middle East,623
2013,North America,9487
2017,South America,8675
2010,North America,8062
2017,Asia,6781
2015,Europe,741
2017,Middle East,5949
2015,Africa,4099
2020,Middle East,4613
2012,Asia,2040
2024,Africa,2424
2021,North America,6985
2024,Middle East,5308
2020,North America,4211
2017,Middle East,399
2014,South America,8965
2021,South America,7134
2019,Asia,9725
2014,Middle East,2553
2024,North America,6715
2021,Africa,6736
2016,Middle East,8600
2015,Middle East,636
2018,Europe,1369
2016,North America,8694
2012,Middle East,3485
2020,Africa,1565
2020,Africa,3082
2021,Europe,4595
2014,Europe,4114
2018,Asia,204
2020,South America,7532
2022,South America,8380
2024,Middle East,4435
2019,North America,6816
2023,North America,3624
2011,Asia,225
2010,South America,6474
2020,Europe,9340
2017,North America,4322
2017,Africa,3220
2011,North America,9403
2023,South America,6597
2022,Middle East,6433
2017,North America,7923
2014,Africa,5994
2011,Middle East,3751
2016,Europe,919
2016,Middle East,5719
2012,South America,3804
2023,Africa,6879
2010,North America,9627
2020,South America,2884
2013,Europe,4777
2011,Europe,3585
2013,Europe,8447
2017,Asia,4654
2011,Middle East,8382
2010,Middle East,5861
2020,Asia,4873
2023,Africa,4673
2024,Europe,7967
2024,South America,4373
2012,North America,821
2019,Europe,5736
2016,Europe,2055
2022,North America,7162
2021,Africa,6988
2015,Middle East,6190
2015,North America,636
2016,Middle East,3185
2017,Africa,887
2012,South America,8709
2012,Asia,5697
2019,Europe,3481
2022,Asia,7300
2017,Asia,5572
2021,South America,7813
2022,Africa,4061
2023,Middle East,2343
2022,Asia,8023
2016,Middle East,6346
2019,Middle East,5603
2014,North America,982
2013,North America,5064
2015,South America,6541
2018,South America,3176
2015,Europe,2053
2017,Middle East,1499
2010,South America,613
2021,Africa,6655
2023,Africa,5864
