Model,Year,Sales_Volume
7 Series,2017,4216
i8,2020,685
X1,2017,1149
M3,2014,7016
X3,2024,1489
7 Series,2013,1256
X1,2024,8003
5 Series,2011,9184
3 Series,2016,8776
X6,2014,1287
X3,2012,8714
X6,2018,2521
M3,2018,816
X3,2020,9654
M3,2024,3501
X6,2020,1840
5 Series,2019,6162
X1,2023,7924
3 Series,2020,3750
5 Series,2017,8516
i8,2010,2761
X6,2021,4862
X3,2012,7034
7 Series,2011,1324
M3,2013,5637
M5,2011,1341
M5,2021,4823
X1,2020,6237
M3,2017,4926
M5,2010,9158
3 Series,2013,2385
3 Series,2014,7633
i8,2023,2610
X1,2019,8595
7 Series,2013,3481
i8,2017,6240
7 Series,2011,3221
M5,2018,1572
i3,2011,8653
M3,2011,2495
i3,2022,5035
X6,2011,1232
5 Series,2021,1411
3 Series,2019,3049
5 Series,2017,7886
M3,2012,1781
X3,2019,1663
5 Series,2020,5746
M3,2023,6531
M3,2019,501
X6,2024,5198
7 Series,2023,2299
X5,2017,6492
i8,2016,785
i8,2019,1470
M3,2013,2131
X5,2016,8557
M5,2020,5503
3 Series,2017,6000
7 Series,2015,4367
5 Series,2015,791
X6,2012,6636
3 Series,2014,8111
5 Series,2019,5175
X6,2011,2414
i3,2021,5884
i8,2014,2722
M5,2014,2789
i3,2016,2989
M3,2013,4320
5 Series,2023,622
M3,2020,2102
X5,2015,2250
3 Series,2018,5893
3 Series,2013,4422
5 Series,2020,5767
i8,2023,8850
X1,2015,577
7 Series,2022,3050
i8,2021,8722
7 Series,2018,4021
X5,2019,7687
3 Series,2021,6565
X1,2010,6456
3 Series,2017,7612
M5,2010,7192
X3,2013,3558
M3,2012,8506
i8,2013,7051
X3,2023,8540
7 Series,2016,1209
i3,2022,7590
X5,2023,6865
3 Series,2018,8244
X3,2018,555
X1,2019,901
5 Series,2010,1152
M3,2024,1699
5 Series,2019,6515
X3,2010,6954
5 Series,2018,2276
5 Series,2013,1634
i8,2021,8760
X5,2022,9190
i8,2023,6702
i3,2012,4810
5 Series,2022,7628
X3,2018,3446
i3,2014,1652
X1,2021,1809
5 Series,2015,6073
i8,2010,2241
X5,2010,3278
3 Series,2022,330
X5,2023,4136
X6,2016,3157
X3,2019,1067
M5,2024,6014
7 Series,2017,3799
i3,2020,2633
3 Series,2017,535
M3,2023,5706
M3,2022,3033
X5,2016,7457
7 Series,2022,5351
3 Series,2020,8545
X5,2018,7355
i3,2010,7932
X3,2011,6701
X5,2022,5467
X5,2012,1044
X6,2022,568
X1,2021,4286
X1,2022,2557
i3,2014,342
i3,2013,4086
X3,2013,2702
X6,2024,9281
X6,2017,151
X3,2017,7906
X6,2020,8451
X6,2016,7920
M5,2010,5970
X5,2019,5374
i3,2024,5323
X6,2013,9613
X6,2010,9346
7 Series,2020,6246
X3,2023,4025
i8,2014,6395
M3,2012,8648
X5,2012,303
3 Series,2013,4469
X5,2011,6195
7 Series,2016,4437
X6,2021,5065
M5,2022,9557
i8,2013,6934
X6,2014,2166
X3,2021,2733
5 Series,2023,9232
3 Series,2011,6370
i8,2015,7655
X3,2018,6891
X5,2017,9664
M3,2017,9453
X1,2011,5526
i8,2024,2754
5 Series,2013,752
7 Series,2017,9858
5 Series,2020,1125
3 Series,2010,7829
X1,2017,3136
X6,2012,5663
X1,2017,8406
X1,2015,9261
5 Series,2016,3876
7 Series,2011,7936
3 Series,2024,5320
X3,2010,1206
3 Series,2015,6243
X3,2021,3313
7 Series,2012,6129
X5,2013,2099
M5,2022,3227
7 Series,2024,8516
3 Series,2018,2825
3 Series,2012,9062
M5,2011,5283
X5,2011,8479
X1,2011,7882
i8,2015,8922
7 Series,2011,6592
5 Series,2020,6221
X6,2016,1429
X3,2016,1176
X5,2016,902
X6,2023,5094
5 Series,2022,8595
5 Series,2011,4872
M3,2016,4604
X3,2019,3679
3 Series,2017,8195
X1,2017,2687
3 Series,2023,6194
X3,2011,7661
i3,2014,321
M5,2023,5086
7 Series,2015,2955
M3,2018,7409
7 Series,2015,3817
i8,2019,5125
3 Series,2015,9438
i3,2019,7205
X3,2019,937
X3,2024,5070
i8,2015,824
M3,2018,7523
i3,2019,3226
M3,2016,3520
7 Series,2010,4484
7 Series,2010,1335
5 Series,2023,8815
X6,2013,6882
M5,2024,1664
X1,2021,8992
3 Series,2011,4005
M5,2012,8286
X6,2021,2582
5 Series,2016,6252
X5,2023,7544
X6,2016,4164
X5,2023,7483
i3,2021,9890
X5,2012,4829
X6,2022,5625
M5,2011,4972
X6,2024,4729
3 Series,2022,5967
7 Series,2022,9324
M3,2010,3265
X6,2018,234
3 Series,2019,3837
X6,2012,3717
7 Series,2018,1572
X3,2024,4042
i8,2024,4496
5 Series,2013,9452
X3,2024,4571
5 Series,2019,3055
5 Series,2015,1318
X3,2022,9513
X1,2016,5957
M3,2019,8149
i3,2023,1477
X3,2015,130
X1,2010,4175
7 Series,2015,5296
X3,2020,9383
M3,2023,4714
i8,2015,1475
3 Series,2014,1635
X1,2012,802
X3,2019,6932
X6,2012,7529
5 Series,2020,7443
5 Series,2019,5683
i8,2022,5332
3 Series,2016,3107
X1,2017,9137
5 Series,2023,4200
X1,2012,6310
X3,2012,9891
X3,2016,8314
X1,2019,6317
M5,2021,7784
M5,2016,2841
5 Series,2020,7652
5 Series,2018,1878
5 Series,2023,5058
5 Series,2015,7061
M5,2024,4993
i8,2022,4961
i8,2016,7366
3 Series,2020,9800
7 Series,2019,3645
3 Series,2010,8457
X3,2016,9221
i8,2011,3060
X6,2016,1274
X5,2012,7727
i8,2018,7607
i8,2022,9562
i8,2014,2456
M3,2016,9417
3 Series,2017,4394
X5,2022,407
M5,2021,5100
i3,2011,8606
X5,2020,4635
M3,2010,2568
X1,2016,9479
5 Series,2024,5690
M5,2015,1488
X3,2015,4679
i8,2011,5228
X5,2012,1828
3 Series,2013,3265
i3,2012,6164
i8,2011,5301
X3,2012,284
X5,2023,9496
X1,2015,6137
5 Series,2018,2871
5 Series,2013,6494
5 Series,2015,3085
M5,2010,1484
X6,2021,1979
M3,2015,4816
M5,2021,4267
7 Series,2012,2006
M3,2018,9214
3 Series,2013,847
X1,2016,2622
M3,2013,5214
X6,2020,4049
i3,2015,2293
i3,2023,4620
X5,2016,6044
M5,2011,8790
3 Series,2019,7259
M3,2015,6351
M5,2017,1859
X5,2024,5683
i8,2022,4498
X1,2022,5608
X6,2024,7642
M3,2021,5566
i8,2015,4965
7 Series,2011,7800
5 Series,2013,4519
X1,2010,3746
M3,2024,6509
3 Series,2016,6603
X1,2017,5365
i8,2019,7082
M5,2011,3651
X3,2019,1802
X5,2024,7498
X6,2014,8107
X5,2020,5730
7 Series,2017,4482
7 Series,2020,896
X5,2017,3010
X3,2024,4298
M5,2014,1654
X6,2017,5036
i3,2023,5952
M5,2015,8982
i3,2024,2154
5 Series,2024,9759
X3,2014,9458
X1,2022,6157
M3,2023,7916
5 Series,2020,1379
M3,2013,985
M3,2014,7299
M5,2021,3361
7 Series,2013,8165
M5,2010,9089
7 Series,2012,1891
3 Series,2017,5196
i3,2016,4598
X1,2021,3327
X6,2024,5241
7 Series,2016,877
X1,2020,5711
X6,2012,7751
X6,2018,2296
3 Series,2024,8555
X3,2015,9058
X5,2017,5857
X5,2017,3313
5 Series,2012,6392
M3,2013,668
X5,2023,7535
X3,2015,2912
i8,2011,371
M3,2021,5388
X5,2021,2995
M5,2020,8077
5 Series,2021,3048
X5,2016,109
X3,2011,4510
X1,2020,5940
X5,2014,8985
M5,2021,3924
i8,2013,3280
X1,2018,230
3 Series,2022,9543
i3,2022,5935
3 Series,2024,3191
M5,2011,3983
7 Series,2016,9419
7 Series,2022,432
X6,2016,7176
X6,2016,1528
X6,2010,5388
X6,2017,6379
M5,2011,6039
X1,2024,595
X1,2024,3864
i3,2014,2865
M5,2011,3599
7 Series,2022,3070
X5,2014,6389
X1,2016,1285
X5,2015,9182
X1,2022,4962
i8,2024,1378
M3,2021,9818
X3,2014,5530
M3,2013,410
i3,2017,9009
M5,2020,6903
5 Series,2023,4090
X1,2017,2681
M3,2010,4263
7 Series,2019,6193
X6,2011,8992
i3,2012,7360
i8,2022,686
X3,2010,8632
7 Series,2020,7148
X3,2012,4494
5 Series,2019,996
M5,2021,7100
X1,2017,9368
i3,2013,5343
X1,2022,5818
M5,2022,5274
i3,2016,6350
5 Series,2016,3041
M3,2020,5043
X6,2014,802
i3,2021,1737
X1,2010,9442
i8,2019,7575
M5,2013,3782
M3,2016,4068
M5,2023,8164
5 Series,2014,5953
i8,2011,7396
M5,2023,4032
M5,2017,4784
M3,2011,4783
5 Series,2020,1788
X5,2017,6894
i3,2022,8998
i3,2020,4559
M3,2011,5560
i3,2020,6632
X6,2014,734
5 Series,2013,9355
X3,2010,3936
X6,2023,2029
i8,2021,1058
X1,2017,8449
X1,2019,2567
X1,2021,7368
X3,2012,1720
X5,2022,6879
X1,2013,1839
i3,2013,6960
M5,2014,6515
X3,2012,6391
7 Series,2018,9674
M3,2013,9948
X6,2023,5144
i3,2019,3255
X6,2024,7539
3 Series,2020,6576
i3,2020,5030
i3,2013,355
X5,2015,2985
5 Series,2024,1195
3 Series,2017,4250
M3,2022,2774
M3,2016,7777
X5,2013,4906
i3,2013,2895
X1,2014,5467
X3,2019,4867
M3,2014,6393
i8,2021,3744
7 Series,2010,3635
i8,2022,4571
i8,2017,7111
i8,2019,1754
7 Series,2022,7516
i3,2014,324
7 Series,2012,9180
M3,2012,8330
X3,2013,7154
M5,2021,1094
X3,2016,5198
M5,2014,9608
7 Series,2010,1010
M3,2023,1383
X6,2021,8834
3 Series,2022,3308
X6,2014,4216
3 Series,2023,2508
X5,2014,1189
M3,2015,1420
X3,2023,2163
i8,2016,406
M3,2014,4482
X3,2024,7731
M3,2022,3825
M3,2020,965
M5,2023,5121
X1,2011,4487
X6,2023,9837
i8,2011,1198
i8,2022,7893
X5,2013,8536
X1,2010,2187
5 Series,2016,8750
5 Series,2022,2037
M5,2010,2057
X3,2012,4503
X1,2019,4263
i3,2016,4036
X6,2020,4062
i8,2021,1186
X1,2021,4068
X1,2015,8008
3 Series,2024,5822
X1,2024,1216
3 Series,2016,575
X3,2014,8252
X6,2017,3953
M5,2015,924
X5,2021,8266
7 Series,2013,6153
3 Series,2023,9893
3 Series,2020,1329
i3,2010,8231
X1,2011,6873
M5,2021,6087
i8,2015,6636
i3,2013,8099
X6,2012,2823
i8,2016,4036
X1,2016,3198
X1,2011,3100
X3,2017,1342
X6,2024,5334
M3,2024,4076
7 Series,2020,7123
X3,2010,327
i3,2020,6867
M5,2019,7140
X3,2016,987
M3,2019,2420
5 Series,2021,1398
3 Series,2010,8862
i8,2022,5658
7 Series,2021,3738
3 Series,2024,4881
i3,2023,290
X3,2012,1920
7 Series,2012,4982
i8,2019,618
X3,2023,381
5 Series,2011,3498
X6,2023,9694
3 Series,2019,3456
X1,2022,3319
M5,2014,7254
5 Series,2013,1549
3 Series,2022,4280
X3,2015,6368
X1,2011,4021
X5,2023,5468
i3,2013,7924
X1,2021,6751
7 Series,2016,9550
M3,2010,9193
X1,2022,5979
X3,2020,2849
5 Series,2012,7582
X1,2010,2686
3 Series,2011,6025
X3,2018,8056
X5,2019,3632
M3,2014,3785
7 Series,2022,844
i3,2013,6777
X1,2021,3117
M5,2013,5781
7 Series,2017,8114
7 Series,2021,2893
X3,2012,2649
i8,2024,7223
i8,2021,960
X6,2021,3525
M5,2013,1447
i3,2011,9590
3 Series,2015,8882
7 Series,2021,5681
X6,2018,5346
M3,2021,7330
M3,2013,7601
5 Series,2020,4776
5 Series,2015,7681
i3,2013,5714
X1,2023,2150
X3,2011,4305
M5,2022,4540
5 Series,2023,6051
5 Series,2015,1408
i8,2021,4089
X5,2016,5849
M3,2013,3059
i8,2021,6728
M3,2020,2984
X1,2016,1803
7 Series,2022,4688
3 Series,2020,1878
X6,2017,2130
3 Series,2020,834
i3,2012,9382
i8,2024,8695
i3,2011,4349
i3,2014,3012
X5,2011,6250
M5,2019,1382
5 Series,2014,4330
3 Series,2019,3427
3 Series,2024,7833
i3,2022,8546
5 Series,2015,4620
M3,2017,3950
X1,2015,5536
7 Series,2013,7157
X6,2012,7653
M3,2023,4652
M5,2023,2643
7 Series,2011,5304
M3,2022,5368
5 Series,2010,1941
X1,2011,5438
X1,2011,7569
X3,2024,9740
5 Series,2014,4835
X3,2018,4315
5 Series,2010,9990
i8,2013,7578
i8,2019,1181
X6,2016,4795
3 Series,2020,4194
X3,2023,9002
M5,2019,5788
5 Series,2012,1858
M3,2017,1804
X5,2012,9723
3 Series,2017,1139
3 Series,2022,1627
X6,2011,5372
X5,2014,9166
X1,2013,6509
7 Series,2020,8515
5 Series,2018,9911
X5,2012,5372
i8,2021,1728
M5,2020,7561
i8,2014,8767
7 Series,2019,4157
3 Series,2018,8321
3 Series,2022,3968
i8,2015,3652
X1,2011,9958
7 Series,2010,4409
7 Series,2021,906
5 Series,2020,4300
7 Series,2010,520
X6,2016,5343
M5,2023,2038
X1,2021,5330
M5,2011,9594
3 Series,2016,3871
M5,2010,191
X1,2013,3959
7 Series,2019,7588
X1,2024,3917
i8,2024,3349
X5,2022,166
M3,2020,9059
i8,2013,3869
X1,2024,5062
i3,2014,7704
M5,2023,7148
X3,2023,9480
M3,2019,7104
5 Series,2024,9393
5 Series,2024,7741
X5,2010,4864
M3,2016,9026
X1,2020,5109
5 Series,2011,9278
5 Series,2021,6887
i8,2024,7949
X5,2020,7569
i8,2024,2688
X6,2022,1246
M3,2020,6449
M5,2022,1817
X3,2011,229
M3,2017,2056
X6,2024,2930
M5,2018,9001
X3,2015,2045
X5,2020,669
X5,2010,1556
X3,2010,4200
5 Series,2023,7593
X1,2020,250
X3,2016,9103
i3,2017,9544
X1,2012,1290
X3,2018,1528
X1,2013,5971
7 Series,2013,2016
X5,2012,4306
i8,2017,9282
X6,2018,4983
7 Series,2010,4899
X5,2011,8508
5 Series,2010,5691
X1,2023,3946
3 Series,2013,7613
X1,2019,528
X5,2016,4564
M5,2023,1001
M5,2016,7333
7 Series,2021,1044
X6,2015,9293
3 Series,2022,3170
X3,2020,4959
X5,2014,1175
5 Series,2020,9750
X3,2013,7272
X5,2021,1248
M3,2022,1620
M5,2023,3093
X5,2017,7081
X1,2016,9133
7 Series,2020,4087
X1,2020,4918
X1,2019,633
X1,2010,1160
X5,2015,6295
X5,2023,4056
i8,2011,529
3 Series,2013,4128
i3,2014,651
i3,2017,4788
7 Series,2015,9652
M3,2020,5262
M5,2011,9383
X6,2014,3863
i8,2024,5418
7 Series,2014,6821
5 Series,2015,9046
X6,2010,3429
i3,2017,7366
M5,2012,3002
X3,2014,6891
3 Series,2016,5608
i8,2012,975
M3,2023,2687
X1,2019,3071
i8,2024,7458
X3,2022,3183
X5,2024,9306
X3,2015,7008
X5,2014,9934
3 Series,2016,9337
M5,2019,7580
X6,2024,6303
X1,2020,4906
i3,2012,5940
7 Series,2022,4588
3 Series,2023,5634
X1,2011,3288
X6,2013,810
i8,2012,4372
M3,2024,581
X1,2013,9646
5 Series,2016,6600
M5,2014,6217
M5,2013,2588
5 Series,2023,6754
M5,2024,4654
i3,2015,2940
X5,2016,4045
i8,2021,8984
7 Series,2023,7897
3 Series,2020,8325
M3,2014,1593
i3,2021,6710
X5,2016,6037
5 Series,2012,1060
i8,2016,8065
X6,2021,5809
5 Series,2024,9553
7 Series,2012,5166
X1,2023,5325
i8,2015,289
M5,2017,1866
M5,2022,9072
X5,2024,6346
X1,2015,2967
3 Series,2019,8198
7 Series,2020,3383
X6,2012,8033
X6,2021,6995
3 Series,2014,2858
3 Series,2018,840
X3,2017,844
X1,2015,1536
i8,2018,4849
X6,2011,1191
M3,2022,874
7 Series,2020,4460
M5,2018,9104
3 Series,2019,6220
X5,2022,775
X5,2019,8096
M5,2015,8292
X3,2018,7378
7 Series,2021,8657
i3,2013,8115
i3,2014,6335
M5,2011,4111
7 Series,2012,2833
3 Series,2010,3706
X3,2013,4860
5 Series,2021,5232
5 Series,2011,8200
X5,2021,133
7 Series,2024,2479
X6,2011,6123
X1,2010,5037
M5,2019,1956
3 Series,2021,2520
i3,2011,1052
X6,2013,6287
5 Series,2015,2681
M3,2022,9921
i3,2021,4257
X3,2016,8741
7 Series,2016,4238
3 Series,2016,506
5 Series,2024,7132
5 Series,2013,5601
3 Series,2021,7743
X6,2014,4973
M3,2023,1243
X3,2020,8722
X5,2021,7413
7 Series,2012,9033
X3,2010,6456
M3,2023,8735
5 Series,2017,3286
i8,2019,859
M3,2020,7666
X5,2016,2234
M3,2023,1502
X1,2018,7001
X6,2023,7118
i8,2019,3850
7 Series,2013,576
7 Series,2021,1466
5 Series,2024,4959
X6,2021,8205
7 Series,2014,3150
X6,2014,5697
3 Series,2022,2522
X3,2016,2346
i8,2022,1382
X6,2018,4247
M3,2017,8778
5 Series,2016,2655
M3,2023,9488
M3,2010,7110
X5,2021,5596
X6,2019,3252
M3,2022,997
3 Series,2015,6298
i8,2019,7302
X3,2024,3239
X1,2024,5621
X3,2018,996
X1,2022,9869
7 Series,2016,7750
M5,2010,1827
i8,2018,6478
X1,2012,3642
7 Series,2023,3654
M3,2018,731
X1,2013,3773
X5,2024,6651
i3,2018,292
3 Series,2022,7920
M5,2024,6976
X1,2017,1473
i8,2016,2767
X5,2013,1392
5 Series,2018,877
X3,2013,9960
X1,2010,1848
X1,2015,8976
X5,2013,1506
X6,2019,8867
5 Series,2012,3942
X1,2021,4400
i3,2014,240
3 Series,2012,2502
i3,2020,6547
3 Series,2018,4077
i8,2021,9297
5 Series,2015,4213
X5,2024,6698
X1,2012,1854
i8,2014,9653
X6,2017,4144
X1,2023,716
X5,2017,3786
7 Series,2015,5954
i3,2014,9379
X6,2024,3865
i8,2014,5365
X5,2010,3130
X6,2011,5532
M3,2024,9350
M3,2021,4763
3 Series,2020,3567
3 Series,2013,7634
i3,2015,9383
X5,2020,534
M3,2016,941
X5,2010,7519
X6,2017,6583
7 Series,2021,6639
M5,2010,2906
3 Series,2018,8696
X6,2024,573
3 Series,2013,8819
i3,2021,7878
X3,2024,2273
M3,2016,2894
i8,2020,2785
5 Series,2023,147
i8,2015,2029
X1,2024,7719
X1,2022,9069
X6,2018,6664
M3,2023,6367
i3,2011,6519
7 Series,2024,1002
X1,2024,3941
X6,2020,1687
i3,2016,4833
7 Series,2020,1387
7 Series,2014,7174
X3,2022,5342
M3,2016,2273
3 Series,2010,378
X3,2020,7553
3 Series,2020,107
M5,2019,4941
X3,2018,308
7 Series,2010,6965
i8,2023,2197
i3,2014,1495
i3,2023,3208
M3,2017,5339
i8,2010,7939
X5,2016,7587
5 Series,2011,4296
i8,2016,6918
X3,2016,1122
i3,2018,744
X1,2015,7554
7 Series,2013,2197
5 Series,2016,9594
M3,2016,2132
i8,2013,1864
M5,2011,9985
X6,2022,7300
3 Series,2020,1076
M3,2018,1096
i3,2023,7207
X6,2017,3172
M5,2014,6446
M5,2023,3546
X6,2014,6077
X5,2010,8556
X3,2020,5521
X6,2018,5544
i3,2020,2574
X3,2023,9492
7 Series,2019,3578
M5,2020,1986
5 Series,2017,971
7 Series,2014,5594
X5,2019,7863
X3,2015,9207
7 Series,2021,1140
7 Series,2019,3194
i8,2020,9133
X1,2019,6708
X5,2017,9432
X6,2015,6990
M5,2019,9377
X1,2023,2874
X3,2013,7788
5 Series,2012,568
5 Series,2016,5285
X5,2022,5406
i8,2011,1569
M3,2016,6349
M5,2010,8744
X1,2022,1204
X3,2019,5008
M5,2014,8813
X5,2024,3116
X3,2018,1821
X1,2022,5169
i8,2024,6855
X1,2022,8259
5 Series,2010,4995
M5,2017,6127
X1,2018,7503
7 Series,2018,9585
i3,2017,9739
M3,2013,2354
3 Series,2023,3245
7 Series,2023,6864
5 Series,2016,2173
X5,2010,9111
X3,2016,3895
X1,2015,4786
M3,2014,261
M5,2010,357
5 Series,2017,7040
i3,2019,2250
X1,2010,2199
7 Series,2010,9438
i8,2023,2029
5 Series,2024,3202
i8,2012,3089
i3,2022,6606
X3,2017,2736
M3,2017,7595
3 Series,2023,4780
X6,2024,7872
3 Series,2016,577
i3,2014,4120
X6,2024,287
M5,2017,6683
M3,2011,1436
X5,2017,2176
X3,2021,6810
7 Series,2020,2400
i8,2011,6512
M3,2019,5133
7 Series,2014,5902
X1,2020,4375
X5,2022,4783
i3,2013,3621
i8,2024,7172
X5,2022,4785
X1,2010,1006
3 Series,2014,2175
3 Series,2016,7630
X3,2010,2352
3 Series,2011,7148
X3,2021,4302
3 Series,2024,6783
M3,2023,8349
i8,2018,7232
i8,2021,3761
7 Series,2014,8902
M3,2023,9528
7 Series,2022,846
i3,2016,8384
M5,2011,7938
5 Series,2016,4361
M5,2016,258
5 Series,2016,8232
X1,2014,1167
3 Series,2018,7414
X6,2011,6347
X3,2013,5975
7 Series,2011,6843
7 Series,2017,8782
X5,2021,8723
3 Series,2020,8071
X3,2010,7942
i8,2018,2530
M5,2021,8513
X5,2022,1375
X1,2023,8079
7 Series,2014,6524
X6,2020,2316
X5,2021,2819
3 Series,2012,457
X5,2021,9228
X5,2020,9348
3 Series,2013,2085
7 Series,2010,1392
X5,2012,4427
X3,2020,4422
i8,2017,5644
3 Series,2021,3822
X3,2011,7477
7 Series,2011,4463
i8,2018,2955
X3,2014,9965
X6,2014,1009
i8,2010,4416
5 Series,2022,5149
M3,2015,8422
X1,2017,2503
3 Series,2015,1599
X1,2023,3793
i8,2024,5005
X6,2016,5007
i3,2023,1192
3 Series,2013,7658
M5,2011,3907
7 Series,2010,8568
X1,2021,2790
5 Series,2015,3167
X5,2018,698
M5,2019,6308
M5,2014,9879
i3,2021,2703
M5,2011,8721
5 Series,2010,6020
X6,2012,4016
X3,2013,4838
i8,2016,2778
M5,2018,5574
3 Series,2017,3330
7 Series,2018,6543
i3,2016,8031
X5,2019,9733
3 Series,2017,5599
5 Series,2017,9465
5 Series,2010,7397
X6,2021,3710
M5,2023,1467
X1,2024,4581
X6,2021,2843
X1,2024,3811
X3,2018,4382
i8,2011,6262
X5,2021,111
i3,2020,719
5 Series,2023,1606
5 Series,2016,2993
X3,2022,4002
M5,2019,2162
i8,2019,5006
M3,2022,5447
X6,2014,3796
M3,2013,9946
5 Series,2010,9016
i3,2010,6747
M3,2012,8767
X5,2023,2102
X3,2024,6283
X6,2010,7052
M3,2017,3220
5 Series,2012,997
5 Series,2020,907
5 Series,2019,3443
X3,2011,2027
i8,2015,1255
M5,2013,5161
i3,2022,5146
X1,2022,6736
3 Series,2023,207
X3,2020,3243
X3,2023,6803
M3,2022,2739
X5,2020,2502
M3,2022,2842
5 Series,2013,2037
5 Series,2011,5617
7 Series,2011,7503
X5,2020,1759
M3,2015,2536
7 Series,2014,8979
X1,2018,7343
i8,2013,2119
i3,2014,8191
i8,2024,9419
i3,2010,1783
3 Series,2021,3135
M3,2021,1089
M3,2011,3583
i3,2012,4660
M5,2014,6565
X5,2021,3998
X6,2014,5171
X6,2013,9911
i8,2023,2654
5 Series,2019,9452
i3,2012,6073
M3,2018,9542
i8,2010,4610
X6,2015,9523
i3,2016,5679
5 Series,2019,8327
X5,2013,6825
X5,2019,7179
X1,2012,9835
X1,2017,6361
i3,2018,3974
X3,2022,1337
3 Series,2010,7064
3 Series,2024,4992
i8,2024,6212
i8,2024,2637
X1,2024,258
X1,2020,5288
i3,2021,1725
7 Series,2019,7574
X5,2018,2913
M5,2016,2210
i3,2010,8730
X3,2016,1788
X3,2014,6972
M3,2019,3227
7 Series,2022,8025
M3,2022,2724
i8,2016,4880
M5,2021,2995
7 Series,2018,3233
X6,2017,614
7 Series,2015,9147
X1,2011,8763
X1,2017,3330
X1,2021,8600
5 Series,2023,2922
X1,2013,5436
M5,2017,9959
5 Series,2024,8414
X1,2016,8111
M5,2013,4782
X3,2017,5117
X1,2020,3475
7 Series,2020,343
X5,2021,7715
M3,2020,7222
X1,2011,1034
M5,2018,7748
i3,2015,8178
i3,2016,9816
M5,2019,1124
i3,2010,4726
M5,2012,3257
M3,2023,8068
i3,2019,3921
X3,2014,9689
X5,2024,575
X1,2021,5601
i3,2016,2209
M5,2010,145
7 Series,2018,5329
5 Series,2014,2670
M3,2022,8010
i8,2021,5407
M5,2012,2255
X5,2016,2398
X6,2019,1086
3 Series,2017,6974
X1,2019,1734
3 Series,2019,7518
X3,2012,5387
i8,2016,7985
X3,2016,6797
M3,2013,8055
i3,2019,6777
X1,2018,4367
M5,2010,6276
i8,2010,1640
X1,2014,557
M5,2022,3582
X5,2012,5219
i8,2019,9755
X1,2022,231
i8,2018,4060
7 Series,2014,2610
i3,2016,2375
5 Series,2010,6827
X5,2011,5944
X3,2024,2520
M3,2020,3026
M3,2021,1608
X3,2013,6310
7 Series,2024,1707
X3,2018,9354
X1,2014,9815
3 Series,2014,8205
X5,2018,2322
5 Series,2017,1906
3 Series,2011,2496
7 Series,2016,7171
M3,2010,4257
3 Series,2019,5656
X1,2020,2372
i8,2020,5709
i3,2024,1672
X3,2018,7435
X5,2012,1804
3 Series,2022,4409
5 Series,2011,8155
X6,2013,1712
X5,2013,153
X3,2012,437
X5,2011,991
M3,2014,9023
M3,2013,6299
M5,2014,7715
M3,2022,3450
X5,2021,1502
7 Series,2021,9572
M5,2017,855
7 Series,2020,6482
i3,2024,4368
M3,2011,4208
X3,2018,2821
X5,2019,8203
M3,2010,7589
X3,2017,2200
i8,2021,330
i3,2014,8993
7 Series,2011,5553
5 Series,2017,9920
i8,2014,1252
X6,2019,6768
3 Series,2024,3429
X6,2023,6207
X6,2019,3302
X1,2022,2890
5 Series,2023,2602
X1,2012,2932
7 Series,2016,3966
X6,2013,5748
M3,2020,7400
X1,2020,414
5 Series,2019,3439
X5,2021,1992
X1,2024,366
5 Series,2015,9845
X5,2019,7239
M5,2017,1081
i3,2010,9089
5 Series,2011,2623
X5,2023,1645
X3,2022,3805
7 Series,2017,4174
X6,2024,9637
7 Series,2016,213
i8,2019,8096
i3,2018,8710
i8,2011,9677
5 Series,2017,3992
M5,2015,8529
5 Series,2024,2031
X3,2010,3712
X5,2013,4717
M3,2023,1165
M5,2024,9425
i3,2011,8489
X1,2016,5109
5 Series,2018,918
X3,2015,1860
M3,2013,718
3 Series,2014,9920
5 Series,2020,5068
M5,2010,7924
i8,2022,4365
i3,2013,7633
X3,2022,6408
X5,2019,7996
X6,2012,1111
3 Series,2018,4687
i3,2015,8857
M3,2024,3822
3 Series,2013,7403
i3,2012,4388
3 Series,2021,6396
X3,2024,8275
M5,2022,7144
7 Series,2013,3426
5 Series,2017,4973
M5,2021,6885
5 Series,2014,3942
5 Series,2022,9282
5 Series,2024,9844
i8,2020,7133
X3,2010,983
X1,2014,3151
M5,2017,3292
X5,2020,4972
5 Series,2024,119
i8,2021,6368
7 Series,2013,1887
i8,2023,9525
3 Series,2011,5460
3 Series,2022,389
M5,2024,9455
X5,2012,5602
X6,2023,5266
M5,2020,1904
3 Series,2018,7740
3 Series,2023,2848
M3,2016,7934
3 Series,2012,7068
X1,2014,179
3 Series,2012,5217
X1,2019,1096
M3,2013,981
5 Series,2021,2535
X3,2017,2965
3 Series,2023,5874
i8,2012,5225
X5,2012,9808
7 Series,2020,6406
M5,2020,4785
5 Series,2017,5186
i8,2019,5893
M5,2022,6428
i3,2019,9342
5 Series,2016,5211
X5,2016,4269
X5,2019,3859
M5,2011,2481
7 Series,2021,363
X1,2016,8564
3 Series,2019,3138
X3,2020,6844
X3,2019,5637
X1,2012,3697
X5,2023,4123
X5,2016,1848
X6,2022,2552
i3,2013,3275
3 Series,2022,5386
i3,2017,913
i8,2017,4346
i3,2015,5447
i3,2022,2025
M3,2021,682
3 Series,2012,5386
M3,2015,3022
X6,2015,1497
i8,2012,2908
M3,2020,3954
7 Series,2013,6532
